Date,Open,High,Low,Close,Adj Close,Volume
2007-08-31,61.980000,62.070000,61.650002,61.790001,41.082111,13355800
2007-09-04,61.630001,62.049999,61.599998,61.980000,41.208435,9167600
2007-09-05,61.849998,61.970001,61.450001,61.650002,40.989033,11283800
2007-09-06,61.700001,61.900002,61.610001,61.660000,40.995674,7724400
2007-09-07,61.509998,62.029999,61.259998,61.680000,41.008980,13553000
2007-09-10,61.849998,61.980000,61.570000,61.840000,41.115360,10176500
2007-09-11,61.980000,62.139999,61.720001,62.049999,41.254974,9942900
2007-09-12,62.000000,62.669998,61.950001,62.509998,41.560806,11635100
2007-09-13,62.680000,63.270000,62.570000,63.110001,41.959736,13499000
2007-09-14,62.990002,63.320000,62.869999,63.200001,42.019581,9369200
2007-09-17,63.020000,63.330002,62.700001,62.939999,41.846691,11085700
2007-09-18,62.970001,63.950001,62.939999,63.830002,42.438442,12653400
2007-09-19,63.759998,64.779999,63.650002,64.489998,42.877247,17955900
2007-09-20,64.500000,65.000000,64.180000,64.790001,43.076710,12079500
2007-09-21,64.900002,65.559998,64.790001,65.120003,43.296116,17638200
2007-09-24,64.980003,65.550003,64.750000,65.199997,43.349304,12256700
2007-09-25,64.800003,65.339996,64.750000,64.970001,43.196396,10084900
2007-09-26,65.019997,65.629997,64.860001,65.389999,43.475636,12518700
2007-09-27,65.379997,65.750000,65.349998,65.540001,43.575371,9074100
2007-09-28,65.550003,65.750000,65.339996,65.699997,43.681747,8857800
2007-10-01,65.660004,66.199997,65.660004,66.139999,43.974285,12568700
2007-10-02,66.160004,66.339996,65.879997,66.050003,43.914452,9839400
2007-10-03,65.870003,66.800003,65.820000,66.099998,43.947693,9377800
2007-10-04,66.099998,66.349998,66.000000,66.110001,43.954338,8741800
2007-10-05,66.300003,66.400002,66.199997,66.250000,44.047413,9407400
2007-10-08,66.250000,66.379997,65.949997,66.019997,43.894508,5678900
2007-10-09,66.099998,66.269997,65.940002,66.250000,44.047413,7639500
2007-10-10,66.269997,66.300003,65.669998,65.830002,43.768181,8523900
2007-10-11,65.980003,66.230003,65.830002,65.949997,43.847958,10369200
2007-10-12,66.169998,66.239998,65.809998,65.940002,43.841316,7025800
2007-10-15,65.949997,66.160004,65.410004,65.650002,43.648499,9198100
2007-10-16,65.769997,66.000000,64.610001,65.070000,43.262886,14314900
2007-10-17,65.550003,65.580002,64.720001,64.849998,43.116611,10198300
2007-10-18,65.239998,65.320000,64.690002,64.900002,43.149853,13529500
2007-10-19,64.580002,65.000000,64.160004,64.230003,42.704391,15297000
2007-10-22,64.300003,64.389999,63.549999,64.339996,42.777527,11153100
2007-10-23,64.400002,64.599998,63.959999,64.550003,42.917160,7727900
2007-10-24,64.330002,64.519997,63.730000,64.440002,42.844017,11114300
2007-10-25,64.419998,64.449997,63.730000,63.950001,42.518230,10605500
2007-10-26,64.180000,64.599998,63.820000,64.300003,42.750919,9531300
2007-10-29,64.449997,65.459999,64.300003,64.980003,43.203045,12797700
2007-10-30,64.800003,65.269997,64.750000,64.820000,43.096661,7698400
2007-10-31,64.830002,65.250000,64.599998,65.169998,43.329365,10547400
2007-11-01,64.800003,65.379997,64.519997,64.660004,42.990280,11156800
2007-11-02,64.730003,65.000000,64.360001,64.779999,43.070065,9896700
2007-11-05,64.010002,64.860001,64.010002,64.489998,42.877247,10137400
2007-11-06,64.489998,64.889999,64.150002,64.610001,42.957031,7820100
2007-11-07,64.099998,64.529999,63.730000,63.910000,42.491623,10751600
2007-11-08,63.970001,64.889999,63.950001,64.589996,42.943741,16433400
2007-11-09,63.849998,65.750000,63.849998,65.160004,43.322720,16168600
2007-11-12,66.370003,66.949997,64.980003,66.309998,44.087315,17582900
2007-11-13,66.730003,67.349998,66.529999,67.309998,44.752178,16501000
2007-11-14,67.199997,67.300003,66.750000,66.889999,44.472927,12128500
2007-11-15,66.760002,67.300003,66.540001,66.879997,44.466286,11491600
2007-11-16,67.199997,67.779999,66.580002,67.750000,45.044724,15135600
2007-11-19,67.459999,68.010002,67.440002,67.589996,44.938343,19230900
2007-11-20,67.830002,67.949997,67.199997,67.639999,44.971596,15463500
2007-11-21,67.000000,67.650002,66.940002,67.139999,44.639160,14971600
2007-11-23,67.400002,67.400002,66.169998,66.879997,44.742840,5964700
2007-11-26,66.750000,68.080002,66.389999,67.370003,45.070660,15977400
2007-11-27,67.580002,67.879997,67.230003,67.730003,45.311489,15183000
2007-11-28,67.839996,68.480003,67.059998,68.349998,45.726284,15187400
2007-11-29,67.989998,68.660004,67.559998,68.400002,45.759735,11035900
2007-11-30,68.540001,68.750000,67.199997,67.739998,45.318180,16655400
2007-12-03,67.620003,68.080002,67.300003,67.709999,45.298096,9768100
2007-12-04,67.440002,68.209999,67.400002,67.940002,45.452000,8107400
2007-12-05,67.449997,68.250000,67.449997,68.209999,45.632607,9752700
2007-12-06,68.190002,68.370003,67.750000,68.300003,45.692837,7604500
2007-12-07,68.500000,68.500000,67.580002,67.680000,45.278046,12058400
2007-12-10,67.730003,68.000000,67.449997,67.790001,45.351635,8315100
2007-12-11,67.790001,67.970001,67.480003,67.550003,45.191090,10231500
2007-12-12,68.000000,68.400002,67.019997,67.699997,45.291439,19269400
2007-12-13,67.500000,68.000000,67.419998,67.870003,45.405163,7775900
2007-12-14,67.580002,67.930000,67.389999,67.589996,45.217819,9492100
2007-12-17,67.430000,67.760002,67.209999,67.550003,45.191090,12357700
2007-12-18,67.900002,67.900002,67.180000,67.709999,45.298096,12275400
2007-12-19,67.589996,67.750000,67.209999,67.320000,45.037212,8853900
2007-12-20,67.680000,67.680000,67.230003,67.330002,45.043900,11029400
2007-12-21,67.349998,68.190002,67.349998,68.029999,45.512196,19689500
2007-12-24,67.610001,68.300003,67.589996,67.870003,45.405163,2772000
2007-12-26,67.980003,67.989998,67.360001,67.559998,45.197758,6399800
2007-12-27,67.099998,67.980003,67.010002,67.330002,45.043900,7623400
2007-12-28,67.750000,67.930000,67.029999,67.379997,45.077328,5279200
2007-12-31,67.290001,67.330002,66.550003,66.699997,44.622429,8515000
2008-01-02,66.559998,67.000000,65.720001,65.910004,44.093922,11970500
2008-01-03,65.750000,66.400002,65.360001,65.930000,44.107285,9277600
2008-01-04,65.720001,66.400002,65.720001,65.839996,44.047092,12714800
2008-01-07,65.760002,67.209999,65.750000,66.860001,44.729462,12352700
2008-01-08,67.050003,67.750000,66.599998,66.940002,44.782993,13478500
2008-01-09,66.989998,68.290001,66.989998,67.800003,45.358334,19489900
2008-01-10,67.430000,68.230003,67.349998,67.910004,45.431931,13043400
2008-01-11,67.339996,68.029999,67.339996,67.879997,45.411842,15541800
2008-01-14,68.290001,68.290001,67.309998,67.949997,45.458698,11661600
2008-01-15,67.699997,68.169998,67.449997,67.760002,45.331570,11545300
2008-01-16,67.330002,68.849998,67.330002,68.309998,45.699512,18310300
2008-01-17,68.370003,68.559998,66.000000,67.830002,45.378391,18336600
2008-01-18,68.160004,68.160004,66.010002,66.290001,44.348133,22716600
2008-01-22,64.669998,66.750000,64.500000,65.269997,43.665752,29488900
2008-01-23,65.000000,65.570000,62.130001,64.199997,42.949921,22843600
2008-01-24,64.540001,64.540001,63.340000,63.509998,42.488308,18084400
2008-01-25,63.540001,63.990002,62.340000,62.459999,41.785854,23938400
2008-01-28,62.660000,63.130001,62.500000,63.070000,42.193958,10182000
2008-01-29,63.340000,63.389999,62.830002,62.970001,42.127048,10074000
2008-01-30,62.970001,63.000000,62.000000,62.180000,41.598526,13653300
2008-01-31,61.860001,63.389999,61.720001,63.139999,42.240768,21274200
2008-02-01,63.349998,63.590000,62.750000,63.360001,42.387947,11780400
2008-02-04,63.380001,63.709999,63.000000,63.470001,42.461548,7976200
2008-02-05,63.720001,63.750000,62.799999,62.869999,42.060143,11320400
2008-02-06,63.180000,63.369999,62.779999,63.049999,42.180573,9556900
2008-02-07,62.810001,63.180000,62.500000,62.810001,42.020020,13693300
2008-02-08,62.849998,63.189999,61.939999,62.029999,41.498180,13338800
2008-02-11,62.130001,62.139999,61.360001,61.880001,41.397835,11133400
2008-02-12,62.139999,63.150002,62.009998,62.970001,42.127048,11421300
2008-02-13,62.590000,63.750000,62.590000,63.410000,42.421410,11190600
2008-02-14,63.299999,63.630001,62.619999,62.790001,42.006615,10864100
2008-02-15,62.669998,63.099998,62.450001,62.900002,42.080223,11916000
2008-02-19,63.250000,63.830002,63.049999,63.660000,42.588657,10392600
2008-02-20,63.660000,63.709999,63.110001,63.230000,42.300983,13772900
2008-02-21,63.380001,63.570000,62.750000,62.980000,42.133743,11085000
2008-02-22,62.759998,63.279999,62.500000,63.180000,42.547890,10142300
2008-02-25,63.340000,63.939999,63.209999,63.849998,42.999111,9979000
2008-02-26,63.669998,64.070000,63.400002,63.720001,42.911564,9219200
2008-02-27,63.209999,63.849998,62.959999,63.040001,42.453613,9569700
2008-02-28,63.099998,63.490002,62.500000,62.709999,42.231400,8545200
2008-02-29,62.700001,62.750000,61.880001,61.959999,41.726303,12028300
2008-03-03,62.000000,62.299999,61.619999,62.230000,41.908146,8841200
2008-03-04,62.099998,62.799999,62.009998,62.639999,42.184254,14347700
2008-03-05,62.759998,63.279999,62.639999,63.130001,42.514225,13654600
2008-03-06,62.950001,63.299999,62.509998,62.630001,42.177521,12137700
2008-03-07,62.060001,62.419998,61.400002,61.509998,41.423248,14935800
2008-03-10,61.689999,61.740002,61.169998,61.330002,41.302048,14229400
2008-03-11,61.759998,62.529999,61.490002,62.439999,42.049553,13635600
2008-03-12,62.450001,63.130001,62.139999,62.549999,42.123642,13132300
2008-03-13,62.520000,63.439999,61.660000,62.810001,42.298737,15810500
2008-03-14,63.369999,63.369999,62.250000,62.650002,42.190987,20835000
2008-03-17,61.639999,64.290001,61.639999,64.040001,43.127064,21927300
2008-03-18,64.739998,65.309998,64.430000,65.309998,43.982334,15062200
2008-03-19,65.389999,65.809998,64.820000,64.879997,43.692753,15845800
2008-03-20,64.970001,65.500000,64.889999,65.379997,44.029472,16276300
2008-03-24,65.160004,65.540001,64.639999,64.889999,43.699482,9887900
2008-03-25,64.930000,65.139999,64.349998,64.550003,43.470524,9511900
2008-03-26,64.209999,64.849998,64.209999,64.699997,43.571533,11354700
2008-03-27,64.820000,65.250000,64.519997,64.620003,43.517658,10772200
2008-03-28,64.839996,65.000000,64.059998,64.180000,43.221355,8755200
2008-03-31,64.290001,65.010002,63.720001,64.870003,43.686031,13668500
2008-04-01,65.129997,65.919998,64.510002,65.870003,44.359440,11204700
2008-04-02,65.849998,65.970001,65.150002,65.309998,43.982334,9791500
2008-04-03,64.800003,65.580002,64.800003,65.269997,43.955395,7651200
2008-04-04,65.239998,65.949997,65.029999,65.730003,44.265171,8079600
2008-04-07,65.650002,66.239998,65.500000,66.139999,44.541286,8901900
2008-04-08,65.980003,66.610001,65.750000,66.320000,44.662506,8861100
2008-04-09,66.220001,66.500000,65.940002,66.290001,44.642300,8589900
2008-04-10,66.260002,66.570000,66.150002,66.330002,44.669235,8272100
2008-04-11,66.199997,66.750000,65.940002,66.000000,44.447006,9234800
2008-04-14,65.989998,66.419998,65.739998,65.739998,44.271904,10326800
2008-04-15,65.629997,66.019997,64.989998,65.650002,44.211300,17362000
2008-04-16,65.790001,65.910004,65.129997,65.699997,44.244972,12617900
2008-04-17,65.639999,66.000000,65.550003,65.760002,44.285381,8841500
2008-04-18,66.070000,66.800003,65.940002,66.510002,44.790459,10741100
2008-04-21,66.250000,66.570000,66.050003,66.320000,44.662506,8975600
2008-04-22,66.059998,67.160004,65.790001,66.989998,45.113689,13185600
2008-04-23,67.120003,67.489998,66.750000,67.260002,45.295547,10643000
2008-04-24,67.209999,67.739998,67.019997,67.370003,45.369621,9613100
2008-04-25,67.570000,67.699997,66.940002,67.309998,45.329205,9182200
2008-04-28,67.300003,67.669998,67.169998,67.320000,45.335938,9071600
2008-04-29,67.250000,67.489998,67.129997,67.190002,45.248413,7706800
2008-04-30,67.449997,67.669998,66.919998,67.089996,45.181046,13098400
2008-05-01,67.129997,67.879997,66.949997,67.809998,45.665928,13165100
2008-05-02,67.510002,68.320000,67.510002,68.260002,45.968979,12562300
2008-05-05,68.040001,68.320000,67.709999,67.900002,45.726536,10550400
2008-05-06,67.699997,67.980003,67.309998,67.580002,45.511040,9487600
2008-05-07,67.480003,67.680000,66.790001,66.910004,45.059849,12628400
2008-05-08,67.029999,67.160004,66.699997,66.900002,45.053089,9444500
2008-05-09,66.519997,66.970001,66.349998,66.550003,44.817410,8758400
2008-05-12,66.589996,66.889999,66.300003,66.709999,44.925144,7707900
2008-05-13,66.750000,67.000000,66.300003,66.410004,44.723125,9532400
2008-05-14,66.580002,67.110001,66.410004,66.809998,44.992474,9022000
2008-05-15,66.980003,66.989998,66.339996,66.680000,44.904949,8407900
2008-05-16,66.910004,66.910004,66.300003,66.680000,44.904949,9764900
2008-05-19,66.599998,66.790001,66.260002,66.629997,44.871277,8748300
2008-05-20,66.440002,66.940002,66.040001,66.150002,44.548019,12612400
2008-05-21,66.389999,66.699997,65.580002,65.730003,44.265171,11216800
2008-05-22,65.690002,65.750000,65.209999,65.410004,44.360130,9882700
2008-05-23,65.330002,65.489998,64.860001,64.919998,44.027817,9073500
2008-05-27,64.820000,65.330002,64.809998,65.150002,44.183784,8358200
2008-05-28,65.190002,65.309998,64.639999,64.879997,44.000679,14779300
2008-05-29,64.660004,66.650002,64.540001,66.419998,45.045090,13264000
2008-05-30,66.489998,67.029999,66.360001,66.739998,45.262127,10995000
2008-06-02,66.550003,67.000000,66.150002,66.510002,45.106133,9630900
2008-06-03,66.610001,67.040001,66.440002,66.760002,45.275665,11363000
2008-06-04,66.699997,66.940002,66.269997,66.550003,45.133259,8962800
2008-06-05,66.660004,67.099998,66.500000,66.959999,45.411308,8679800
2008-06-06,66.580002,66.760002,65.680000,65.760002,44.597485,14267200
2008-06-09,65.879997,66.199997,65.309998,65.629997,44.509323,8695900
2008-06-10,65.209999,65.919998,65.209999,65.620003,44.502544,10170100
2008-06-11,65.510002,65.849998,65.110001,65.199997,44.217697,10392400
2008-06-12,65.239998,65.830002,65.160004,65.690002,44.550014,9743400
2008-06-13,65.779999,66.370003,65.739998,66.269997,44.943356,8938300
2008-06-16,65.959999,66.160004,65.500000,65.839996,44.651749,7984700
2008-06-17,66.040001,66.250000,65.500000,65.589996,44.482197,7304000
2008-06-18,65.279999,65.970001,64.199997,64.440002,43.702286,12845600
2008-06-19,64.309998,64.980003,64.139999,64.620003,43.824360,9089600
2008-06-20,64.290001,64.620003,63.880001,64.059998,43.444561,16435000
2008-06-23,64.199997,64.459999,63.950001,64.290001,43.600559,8689900
2008-06-24,64.099998,64.839996,64.099998,64.720001,43.892178,10692800
2008-06-25,64.830002,65.680000,64.720001,65.279999,44.271946,10391100
2008-06-26,64.680000,65.349998,64.260002,64.260002,43.580200,12412700
2008-06-27,64.199997,64.709999,63.400002,63.570000,43.112267,19081600
2008-06-30,63.540001,64.610001,63.099998,64.339996,43.634464,12516900
2008-07-01,63.750000,64.980003,63.740002,64.690002,43.871845,16637300
2008-07-02,64.940002,65.110001,64.500000,64.639999,43.837910,10708000
2008-07-03,64.349998,65.360001,64.250000,65.120003,44.163441,7714900
2008-07-07,65.099998,65.940002,64.870003,65.250000,44.251621,14506700
2008-07-08,65.150002,66.279999,65.150002,66.209999,44.902660,15476900
2008-07-09,66.150002,67.000000,66.019997,66.180000,44.882328,13940700
2008-07-10,66.059998,67.199997,66.059998,66.940002,45.397747,17399900
2008-07-11,66.309998,66.730003,66.000000,66.260002,44.936584,16631500
2008-07-14,66.440002,66.940002,66.089996,66.410004,45.038311,11114700
2008-07-15,67.099998,67.980003,66.790001,67.699997,45.913177,24203400
2008-07-16,67.769997,68.809998,67.500000,68.190002,46.245495,18883600
2008-07-17,68.440002,68.449997,67.000000,67.830002,46.001335,14217400
2008-07-18,67.750000,68.220001,67.550003,67.820000,45.994549,12903500
2008-07-21,67.980003,67.980003,67.000000,67.110001,45.513035,11279400
2008-07-22,67.019997,68.250000,67.019997,67.989998,46.109837,15551300
2008-07-23,68.209999,68.349998,67.620003,68.269997,46.299721,10256800
2008-07-24,68.260002,69.250000,67.720001,68.660004,46.564213,16543100
2008-07-25,68.879997,69.209999,68.559998,69.029999,46.815163,10504500
2008-07-28,68.959999,68.989998,68.419998,68.480003,46.442150,9814300
2008-07-29,68.550003,69.000000,68.300003,68.480003,46.442150,13012200
2008-07-30,68.699997,68.699997,67.709999,68.080002,46.170872,13523100
2008-07-31,67.800003,69.050003,67.790001,68.470001,46.435364,13798400
2008-08-01,68.500000,68.800003,67.930000,68.099998,46.184441,9052300
2008-08-04,68.180000,69.419998,67.970001,68.980003,46.781242,13694700
2008-08-05,69.309998,70.500000,69.129997,70.449997,47.778168,20179200
2008-08-06,70.349998,71.489998,70.080002,71.070000,48.198643,18729400
2008-08-07,70.570000,71.099998,70.010002,70.650002,47.913807,14181000
2008-08-08,70.769997,71.680000,70.379997,71.550003,48.524185,12071300
2008-08-11,71.430000,71.900002,71.089996,71.660004,48.598782,10231600
2008-08-12,71.470001,71.870003,71.290001,71.699997,48.625916,8696800
2008-08-13,71.669998,71.839996,71.000000,71.199997,48.286812,10600600
2008-08-14,71.199997,71.800003,70.639999,71.190002,48.280045,9459500
2008-08-15,70.820000,71.410004,70.769997,71.330002,48.374969,10790800
2008-08-18,71.610001,71.610001,70.800003,71.089996,48.212223,9846300
2008-08-19,70.650002,71.379997,70.650002,71.150002,48.252907,9133700
2008-08-20,71.180000,71.550003,70.589996,71.080002,48.205444,10278400
2008-08-21,70.680000,71.540001,70.510002,71.279999,48.341057,7840100
2008-08-22,71.050003,71.680000,70.820000,71.419998,48.750618,7717700
2008-08-25,71.250000,71.349998,70.550003,70.800003,48.327412,8205000
2008-08-26,70.720001,71.019997,70.250000,70.709999,48.265995,6439600
2008-08-27,70.720001,71.389999,70.309998,71.209999,48.607288,8399300
2008-08-28,71.480003,71.690002,71.169998,71.410004,48.743797,8148200
2008-08-29,71.180000,71.400002,70.419998,70.430000,48.074863,10368300
2008-09-02,71.089996,72.099998,70.769997,71.730003,48.962238,15122400
2008-09-03,71.669998,71.900002,71.309998,71.510002,48.812042,9844000
2008-09-04,71.489998,71.489998,70.400002,70.449997,48.088493,13676200
2008-09-05,70.389999,71.070000,70.309998,70.669998,48.238667,10746400
2008-09-08,71.199997,72.379997,70.800003,72.220001,49.296696,15226500
2008-09-09,71.910004,72.760002,71.339996,71.339996,48.696011,19050100
2008-09-10,71.650002,72.010002,71.019997,71.230003,48.620941,12611100
2008-09-11,70.919998,71.550003,70.320000,71.160004,48.573132,15725800
2008-09-12,71.059998,71.870003,70.300003,70.589996,48.184078,15141200
2008-09-15,69.919998,70.889999,69.610001,69.610001,47.515129,20929700
2008-09-16,69.620003,70.500000,69.500000,69.800003,47.644829,23336300
2008-09-17,69.790001,71.000000,69.510002,69.510002,47.446877,24167100
2008-09-18,70.199997,70.949997,69.199997,70.930000,48.416145,29279900
2008-09-19,71.849998,72.690002,69.209999,69.989998,47.774525,27446100
2008-09-22,69.830002,70.709999,68.300003,68.410004,46.696037,16067900
2008-09-23,68.680000,69.099998,68.059998,68.150002,46.518547,13635900
2008-09-24,68.250000,69.000000,67.550003,68.190002,46.545868,12469600
2008-09-25,68.550003,69.970001,68.459999,69.360001,47.344494,14577700
2008-09-26,68.769997,69.750000,68.739998,69.400002,47.371792,13087200
2008-09-29,68.809998,69.860001,66.900002,66.900002,45.665306,25740100
2008-09-30,67.500000,69.480003,67.410004,69.279999,47.289864,19623000
2008-10-01,69.070000,69.070000,67.279999,67.790001,46.272808,25547700
2008-10-02,67.959999,68.260002,67.650002,67.790001,46.272808,30897500
2008-10-03,68.000000,68.370003,66.099998,66.160004,45.160210,25416700
2008-10-06,65.040001,66.040001,62.290001,64.500000,44.027092,33471600
2008-10-07,65.110001,65.650002,62.099998,62.490002,42.655083,24172200
2008-10-08,61.639999,63.860001,61.119999,62.360001,42.566349,37910400
2008-10-09,62.639999,63.160000,57.580002,57.580002,39.303574,33493900
2008-10-10,55.400002,59.000000,52.060001,55.849998,38.122692,50089400
2008-10-13,58.459999,62.799999,57.950001,62.680000,42.784779,32537300
2008-10-14,66.500000,67.480003,63.000000,64.000000,43.685802,38915400
2008-10-15,64.309998,64.760002,60.099998,60.540001,41.324032,25064700
2008-10-16,60.740002,63.980000,58.310001,63.500000,43.344501,34602200
2008-10-17,62.950001,65.000000,62.040001,62.650002,42.764309,25254100
2008-10-20,63.439999,64.529999,62.150002,64.440002,43.986141,18035000
2008-10-21,63.709999,64.900002,63.369999,63.660000,43.453724,14042400
2008-10-22,62.270000,63.099998,60.250000,61.419998,41.924706,23324900
2008-10-23,61.840000,63.139999,60.200001,62.450001,42.627785,23490600
2008-10-24,59.000000,62.490002,58.639999,60.790001,41.494671,23132100
2008-10-27,60.410000,62.689999,60.099998,60.150002,41.057831,21067000
2008-10-28,61.439999,64.500000,60.570000,64.190002,43.815495,27526400
2008-10-29,63.369999,63.369999,60.040001,61.529999,41.999790,29020100
2008-10-30,62.349998,62.750000,59.680000,60.570000,41.344505,23629000
2008-10-31,60.840000,61.639999,59.830002,61.340000,41.870106,19784900
2008-11-03,61.490002,61.820000,60.560001,61.160000,41.747246,11846900
2008-11-04,61.830002,62.169998,61.310001,61.889999,42.245537,14645400
2008-11-05,61.750000,61.750000,59.730000,59.849998,40.853050,19758000
2008-11-06,59.730000,60.320000,57.500000,57.919998,39.535652,22899400
2008-11-07,58.459999,60.490002,58.279999,60.220001,41.105598,16245700
2008-11-10,61.000000,61.250000,59.580002,60.009998,40.962269,12841200
2008-11-11,59.290001,60.400002,58.009998,59.549999,40.648270,14393000
2008-11-12,58.830002,59.540001,57.590000,57.919998,39.535652,18385200
2008-11-13,58.400002,63.009998,57.320000,62.900002,42.934952,27304500
2008-11-14,61.520000,62.500000,59.619999,60.049999,40.989571,22065300
2008-11-17,58.799999,61.099998,58.650002,59.270000,40.457138,16564900
2008-11-18,58.779999,61.000000,58.459999,60.889999,41.562935,21199500
2008-11-19,60.439999,61.529999,58.009998,58.119999,39.672173,27534900
2008-11-20,58.000000,58.549999,55.000000,55.810001,38.095379,31046400
2008-11-21,56.480000,58.509998,54.490002,58.349998,40.160175,30802200
2008-11-24,59.220001,59.889999,57.919998,59.110001,40.683258,20508500
2008-11-25,59.990002,60.000000,57.459999,58.700001,40.401062,21416200
2008-11-26,57.619999,58.500000,56.520000,58.270000,40.105114,18507700
2008-11-28,58.470001,58.759998,57.630001,58.580002,40.318481,7688500
2008-12-01,57.660000,57.820000,55.220001,55.330002,38.081627,18847200
2008-12-02,56.110001,57.000000,54.950001,56.830002,39.114010,16081100
2008-12-03,56.080002,58.009998,55.500000,57.320000,39.451260,18783300
2008-12-04,57.419998,57.610001,55.529999,56.180000,38.666634,17053600
2008-12-05,55.860001,58.369999,55.250000,58.230000,40.077587,16614100
2008-12-08,59.070000,59.770000,57.750000,58.770000,40.449238,16361100
2008-12-09,58.950001,59.000000,57.500000,57.810001,39.788517,13779200
2008-12-10,58.820000,58.820000,56.840000,57.799999,39.781620,13131200
2008-12-11,57.400002,58.840000,57.049999,58.250000,40.091339,15953500
